"","CODIGO_ENTIDAD","NOMBRE","TIPO_GESTION","ESTADO_LICENCIAMIENTO","PERIODO_LICENCIAMIENTO","CODIGO_FILIAL","NOMBRE_FILIAL","DEPARTAMENTO_FILIAL","PROVINCIA_FILIAL","CODIGO_LOCAL","DEPARTAMENTO_LOCAL","PROVINCIA_LOCAL","DISTRITO_LOCAL","LATITUD_UBICACION","LONGITUD_UBICACION","TIPO_AUTORIZACION_LOCAL","DENOMINACION_PROGRAMA","TIPO_NIVEL_ACADEMICO","NIVEL_ACADEMICO","CODIGO_CLASE_PROGRAMA_N2","NOMBRE_CLASE_PROGRAMA_N2","TIPO_AUTORIZACION_PROGRAMA","TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"5437","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","MIRAFLORES",-12.1211435,-77.0256582,"AUTORIZADO POR LIC.","MAESTRÍA EN IMPLANTOLOGÍA ORAL","POSGRADO","MAESTRÍA",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5438","019","UNIVERSIDAD DE SAN MARTÍN DE PORRES","PRIVADO","LICENCIA OTORGADA",6,"S","USMP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SANTA ANITA",-12.045948,-76.9681914,"AUTORIZADO POR LIC.","EDUCACIÓN CON MENCIÓN EN E-LEARNING (VIRTUAL: SEMIPRESENCIAL)","POSGRADO","MAESTRÍA",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5439","006","UNIVERSIDAD NACIONAL DE INGENIERÍA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNI-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA MOLINA",-12.0698628,-76.9547634,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS EN ECONOMÍA MATEMÁTICA","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5440","071","UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE","PRIVADO","LICENCIA OTORGADA",6,"S","UCSS-LIMA","LIMA","LIMA","SL06","LIMA","LIMA","LOS OLIVOS",-12.0023612,-77.0641642,"AUTORIZADO POR LIC.","ENFERMERÍA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5441","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F01","UPN-CAJAMARCA","CAJAMARCA","CAJAMARCA","F01L01","CAJAMARCA","CAJAMARCA","CAJAMARCA",-7.150645,-78.506058,"AUTORIZADO POR LIC.","MAESTRÍA EN DIRECCIÓN Y GESTIÓN DEL TALENTO HUMANO","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5442","074A","ASOCIACIÓN CIVIL UNIVERSIDAD CATÓLICA DE TRUJILLO BENEDICTO XVI","PRIVADO","LICENCIA OTORGADA",6,"S","UCT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","MOCHE",-8.1602468,-79.0111745,"AUTORIZADO POR LIC.","INGENIERÍA AMBIENTAL","PREGRADO","CARRERA PROFESIONAL",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5443","049","UNIVERSIDAD MARCELINO CHAMPAGNAT","PRIVADO","LICENCIA OTORGADA",6,"S","UMCH-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SANTIAGO DE SURCO",-12.1363972,-77.0057685,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD CON MENCIÓN EN ORIENTACIÓN Y TUTORÍA","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5444","008","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","PRIVADO","LICENCIA OTORGADA",10,"S","PUCP-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","SANTIAGO DE SURCO",-12.1049402,-76.9558753,"AUTORIZADO POR LIC.","ADMINISTRACIÓN ESTRATÉGICA DE EMPRESAS","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5445","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LICENCIA OTORGADA",8,"S","UP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","JESÚS MARÍA",-12.083788,-77.0482368,"AUTORIZADO POR LIC.","MAESTRÍA EN ADMINISTRACIÓN","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5446","020","UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN","PRIVADO","LICENCIA OTORGADA",6,"S","UNIFE-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LA MOLINA",-12.0716313,-76.9650529,"AUTORIZADO POR LIC.","INGENIERÍA DE SISTEMAS Y GESTIÓN DE TECNOLOGÍAS DE INFORMACIÓN","PREGRADO","CARRERA PROFESIONAL",61,"INFORMÁTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5447","011","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNAP-LORETO","LORETO","MAYNAS","SL16","LORETO","MAYNAS","IQUITOS",-3.745036025,-73.24568531,"AUTORIZADO POR LIC.","CONTABILIDAD","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5448","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1142716,-79.0383735,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD PROFESIONAL EN CUIDADO DEL ADULTO EN TERAPIA INTENSIVA","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5449","023","UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNHV-HUÁNUCO","HUÁNUCO","HUÁNUCO","SL01","HUÁNUCO","HUÁNUCO","PILLCO MARCA",-9.9496157,-76.2501276,"AUTORIZADO POR LIC.","GESTIÓN DE ESTRATEGIAS E INNOVACIONES DIDÁCTICAS","POSGRADO","SEGUNDA ESPECIALIDAD",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5450","006","UNIVERSIDAD NACIONAL DE INGENIERÍA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNI-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","RÍMAC",-12.0220074,-77.0493646,"AUTORIZADO POR LIC.","MAESTRÍA EN TECNOLOGÍA DE LA CONSTRUCCIÓN","POSGRADO","MAESTRÍA",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5451","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F05","UPCV-LIMA","LIMA","LIMA","F05L02","LIMA","LIMA","SAN JUAN DE LURIGANCHO",-11.9814929,-77.0001665,"AUTORIZADO POR LIC.","DOCTORADO EN GESTIÓN PÚBLICA Y GOBERNABILIDAD","POSGRADO","DOCTORADO",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5452","039","UNIVERSIDAD ANDINA DEL CUSCO","PRIVADO","LICENCIA OTORGADA",6,"S","UAC-CUSCO","CUSCO","CUSCO","SL03","CUSCO","CUSCO","SAN JERÓNIMO",-13.5211728,-71.9666458,"AUTORIZADO POR LIC.","OBSTETRICIA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5453","038","UNIVERSIDAD PERUANA UNIÓN","PRIVADO","LICENCIA OTORGADA",6,"S","UPeU-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LURIGANCHO",-11.989087,-76.839662,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN ENFERMERÍA EN CUIDADOS QUIRÚRGICOS CON MENCIÓN EN TRAUMATOLOGÍA Y ORTOPEDIA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5454","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","LIMA",-12.0704665,-77.0367812,"AUTORIZADO POR LIC.","PSICOLOGÍA","PREGRADO","CARRERA PROFESIONAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5455","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.13402606,-77.02627908,"AUTORIZADO POR LIC.","MAESTRÍA EN MEDICINA CON MENCIÓN","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5456","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","MIRAFLORES",-12.1211435,-77.0256582,"AUTORIZADO POR LIC.","MAESTRÍA EN EPIDEMIOLOGÍA CLÍNICA Y BIOESTADÍSTICA","POSGRADO","MAESTRÍA",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5457","015","UNIVERSIDAD CATÓLICA DE SANTA MARÍA","PRIVADO","LICENCIA OTORGADA",6,"S","UCSM-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4061786,-71.5476298,"AUTORIZADO POR LIC.","MEDICINA HUMANA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5458","023","UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNHV-HUÁNUCO","HUÁNUCO","HUÁNUCO","SL01","HUÁNUCO","HUÁNUCO","PILLCO MARCA",-9.9496157,-76.2501276,"AUTORIZADO POR LIC.","MAESTRÍA EN GESTIÓN EMPRESARIAL","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5459","071","UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE","PRIVADO","LICENCIA OTORGADA",6,"S","UCSS-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LOS OLIVOS",-12.0001412,-77.0639086,"AUTORIZADO POR LIC.","ARCHIVÍSTICA Y GESTIÓN DOCUMENTAL","PREGRADO","CARRERA PROFESIONAL",32,"PERIODISMO E INFORMACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5460","132","UNIVERSIDAD DE INGENIERÍA Y TECNOLOGÍA","PRIVADO","LICENCIA OTORGADA",6,"S","UTEC-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","BARRANCO",-12.1351432,-77.0221491,"AUTORIZADO POR LIC.","INGENIERÍA AMBIENTAL","PREGRADO","CARRERA PROFESIONAL",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5461","012","UNIVERSIDAD NACIONAL DEL ALTIPLANO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNA-PUNO","PUNO","PUNO","SL01","PUNO","PUNO","PUNO",-15.8243805,-70.0162544,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN EMERGENCIAS Y DESASTRES","POSGRADO","SEGUNDA ESPECIALIDAD",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5462","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.13402606,-77.02627908,"AUTORIZADO POR LIC.","PEDIATRÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5463","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F03","UPCV-SAN MARTÍN","SAN MARTÍN","SAN MARTÍN","F03L01","SAN MARTÍN","SAN MARTÍN","CACATACHI",-6.5551971,-76.336423,"AUTORIZADO POR LIC.","MAESTRÍA EN DERECHO PENAL Y PROCESAL PENAL","POSGRADO","MAESTRÍA",42,"DERECHO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5464","013","UNIVERSIDAD NACIONAL DE PIURA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNP-PIURA","PIURA","PIURA","SL01","PIURA","PIURA","CASTILLA",-5.179311,-80.6188325,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN CON MENCIÓN EN PSICOPEDAGOGÍA E INCLUSIÓN","POSGRADO","MAESTRÍA",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5465","071","UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE","PRIVADO","LICENCIA OTORGADA",6,"S","UCSS-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LOS OLIVOS",-12.0001412,-77.0639086,"AUTORIZADO POR LIC.","COMPLEMENTACIÓN UNIVERSITARIA","PREGRADO","CARRERA PROFESIONAL",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5466","057","UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.","PRIVADO","LICENCIA OTORGADA",6,"S","USIL-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LA MOLINA",-12.072888,-76.9516609,"AUTORIZADO POR LIC.","EDUCACIÓN CON ESPECIALIDAD EN LETRAS Y HUMANIDADES","PREGRADO","CARRERA PROFESIONAL",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5467","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F08","UPCV-ÁNCASH","ÁNCASH","HUARAZ","F08L01","ÁNCASH","HUARAZ","INDEPENDENCIA",-9.4997255,-77.5361019,"AUTORIZADO POR LIC.","MAESTRÍA EN ADMINISTRACIÓN DE LA EDUCACIÓN","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5468","029","UNIVERSIDAD DE PIURA","PRIVADO","LICENCIA OTORGADA",8,"F01","UDEP-LIMA","LIMA","LIMA","F01L01","LIMA","LIMA","MIRAFLORES",-12.1199404,-77.030347,"AUTORIZADO POR LIC.","MAESTRÍA EN GESTIÓN CULTURAL","POSGRADO","MAESTRÍA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5469","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.13402606,-77.02627908,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS DEL MAR","POSGRADO","MAESTRÍA",83,"PESCA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5470","017","UNIVERSIDAD DEL PACÍFICO","PRIVADO","LICENCIA OTORGADA",8,"S","UP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","JESÚS MARÍA",-12.083788,-77.0482368,"AUTORIZADO POR LIC.","GLOBAL EXECUTIVE MASTER OF BUSINESS ADMINISTRATION","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5471","054","UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UPC-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SANTIAGO DE SURCO",-12.104061,-76.962902,"AUTORIZADO POR LIC.","ADMINISTRACIÓN Y FINANZAS","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5472","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1142716,-79.0383735,"AUTORIZADO POR LIC.","EDUCACIÓN SECUNDARIA, MENCIÓN EN: HISTORIA Y GEOGRAFÍA","PREGRADO","CARRERA PROFESIONAL",12,"EDUCACIÓN SECUNDARIA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5473","012","UNIVERSIDAD NACIONAL DEL ALTIPLANO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNA-PUNO","PUNO","PUNO","SL01","PUNO","PUNO","PUNO",-15.8243805,-70.0162544,"AUTORIZADO POR LIC.","MAESTRÍA EN DESARROLLO RURAL MENCIÓN EN GESTIÓN DE RECURSOS NATURALES Y MEDIO AMBIENTE","POSGRADO","MAESTRÍA",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5474","025","UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE","PÚBLICO","LICENCIA OTORGADA",6,"S","UNEEGV-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LURIGANCHO",-11.9475748,-76.7011822,"AUTORIZADO POR LIC.","EDUCACIÓN CON ESPECIALIDAD DE EDUCACIÓN ARTÍSTICA - MÚSICA","PREGRADO","CARRERA PROFESIONAL",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5475","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","MIRAFLORES",-12.1211435,-77.0256582,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN PATOLOGÍA CLÍNICA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5476","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA VICTORIA",-12.0579394,-77.0229596,"AUTORIZADO POR LIC.","ENFERMERÍA EN SALUD PÚBLICA","POSGRADO","SEGUNDA ESPECIALIDAD",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5477","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","SAN ISIDRO",-12.091066,-77.052041,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN NEUROLOGÍA PEDIÁTRICA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5478","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1142716,-79.0383735,"AUTORIZADO POR LIC.","DOCTORADO EN CIENCIAS DE LA EDUCACIÓN","POSGRADO","DOCTORADO",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5479","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1142716,-79.0383735,"AUTORIZADO POR LIC.","MAESTRÍA EN INGENIERÍA DE SISTEMAS, MENCIÓN: ADMINISTRACIÓN Y DIRECCIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN","POSGRADO","MAESTRÍA",61,"INFORMÁTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5480","042","UNIVERSIDAD NACIONAL DEL SANTA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNS-ÁNCASH","ÁNCASH","SANTA","SL01","ÁNCASH","SANTA","NUEVO CHIMBOTE",-9.1195533,-78.5133704,"DECLARADO","INGENIERÍA AGRÓNOMA","PREGRADO","CARRERA PROFESIONAL",81,"AGRICULTURA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5481","015","UNIVERSIDAD CATÓLICA DE SANTA MARÍA","PRIVADO","LICENCIA OTORGADA",6,"S","UCSM-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4061786,-71.5476298,"AUTORIZADO POR LIC.","AUDITORÍA FINANCIERA","POSGRADO","SEGUNDA ESPECIALIDAD",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5482","054","UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UPC-LIMA","LIMA","LIMA","SL10","LIMA","LIMA","CHORRILLOS",-12.1964766,-77.0055369,"AUTORIZADO POR LIC.","ADMINISTRACIÓN DE BANCA Y FINANZAS","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5483","020","UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN","PRIVADO","LICENCIA OTORGADA",6,"S","UNIFE-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LA MOLINA",-12.0716313,-76.9650529,"AUTORIZADO POR LIC.","EDUCACIÓN PRIMARIA CON MENCIÓN EN IDIOMA INGLÉS","PREGRADO","CARRERA PROFESIONAL",11,"EDUCACIÓN INICIAL Y PRIMARIA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5484","054","UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UPC-LIMA","LIMA","LIMA","SL05","LIMA","LIMA","SAN ISIDRO",-12.0868407,-77.0499283,"AUTORIZADO POR LIC.","COMUNICACIÓN AUDIOVISUAL Y MEDIOS INTERACTIVOS","PREGRADO","CARRERA PROFESIONAL",21,"ARTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5485","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"F02","UNT-LA LIBERTAD","LA LIBERTAD","SÁNCHEZ CARRIÓN","F02L01","LA LIBERTAD","SÁNCHEZ CARRIÓN","HUAMACHUCO",-7.8119981,-78.0527535,"AUTORIZADO POR LIC.","ENFERMERÍA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5486","012","UNIVERSIDAD NACIONAL DEL ALTIPLANO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNA-PUNO","PUNO","PUNO","SL01","PUNO","PUNO","PUNO",-15.8243805,-70.0162544,"AUTORIZADO POR LIC.","DOCTORADO EN CIENCIA ANIMAL","POSGRADO","DOCTORADO",81,"AGRICULTURA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5487","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","LIMA",-12.0704665,-77.0367812,"AUTORIZADO POR LIC.","INGENIERÍA ELÉCTRICA Y DE POTENCIA","PREGRADO","CARRERA PROFESIONAL",71,"INGENIERÍA Y PROFESIONES AFINES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5488","032","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","PÚBLICO","LICENCIA OTORGADA",6,"S","UNJBG-TACNA","TACNA","TACNA","SL01","TACNA","TACNA","TACNA",-18.0251828,-70.2505031,"AUTORIZADO POR LIC.","INGENIERÍA QUÍMICA","PREGRADO","CARRERA PROFESIONAL",53,"CIENCIAS FÍSICAS Y QUÍMICAS","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5489","051","UNIVERSIDAD NACIONAL DE HUANCAVELICA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNH-HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","SL01","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA",-12.7781367,-74.9614392,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD PROFESIONAL EN PSICOLOGÍA EDUCATIVA Y TUTORÍA","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5490","006","UNIVERSIDAD NACIONAL DE INGENIERÍA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNI-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","RÍMAC",-12.0220074,-77.0493646,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS EN INGENIERÍA TEXTIL CON MENCIÓN EN GESTIÓN DE EMPRESAS TEXTILES","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5491","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LICENCIA OTORGADA",6,"S01","URP-LIMA","LIMA","LIMA","S01L01","LIMA","LIMA","SANTIAGO DE SURCO",-12.1318458,-76.9796463,"AUTORIZADO POR LIC.","MAESTRÍA EN INGENIERÍA INDUSTRIAL CON MENCIÓN EN PLANEAMIENTO Y GESTIÓN EMPRESARIAL","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"5492","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","LIMA",-12.0672473,-77.03584406,"AUTORIZADO POR LIC.","INGENIERÍA EN SEGURIDAD LABORAL Y AMBIENTAL","PREGRADO","CARRERA PROFESIONAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
